timeOpen,marketCap
2023-10-29 00:00:00+00:00,674455804209.68
2023-10-28 00:00:00+00:00,665660534679.17
2023-10-27 00:00:00+00:00,662115721497.01
2023-10-26 00:00:00+00:00,666904079221.52
2023-10-25 00:00:00+00:00,673629831821.37
2023-10-24 00:00:00+00:00,661859706505.71
2023-10-23 00:00:00+00:00,645916652811.37
2023-10-22 00:00:00+00:00,585517392721.71
2023-10-21 00:00:00+00:00,584015234381.83
2023-10-20 00:00:00+00:00,579392054001.41
2023-10-19 00:00:00+00:00,560568426319.13
2023-10-18 00:00:00+00:00,552901231268.14
2023-10-17 00:00:00+00:00,554581972707.2
2023-10-16 00:00:00+00:00,556577526992.93
2023-10-15 00:00:00+00:00,530017041635.81
2023-10-14 00:00:00+00:00,524174123665.75
2023-10-13 00:00:00+00:00,524162174273.51
